issue_id,issue_type,severity,component,user_impact,business_impact,complexity,urgency,affected_users,days_old,num_comments,num_assignees,estimated_hours,actual_hours,has_attachments,is_reproducible,requires_approval,is_completed,priority
ISS-0701,Performance,High,Infrastructure,6,6,10,8,99,135,2,2,4.016076151131857,6.526630222683613,False,True,False,True,High
ISS-0702,Performance,Critical,Infrastructure,8,5,5,5,98,187,1,1,3.119850204997259,2.595418978357676,True,False,True,True,High
ISS-0703,Bug,High,API,7,4,5,4,96,155,8,1,17.917012912655636,32.11108946133528,False,True,False,True,High
ISS-0704,Performance,Critical,Frontend,1,2,9,5,90,27,4,2,3.1694639181944595,3.921377882024175,False,True,False,True,High
ISS-0705,Bug,High,Backend,10,6,8,2,118,297,4,1,8.32921176066164,11.463726797235141,True,True,False,True,High
ISS-0706,Bug,High,Infrastructure,6,6,1,6,97,176,6,1,6.742707764067069,,True,True,False,False,High
ISS-0707,Performance,Medium,API,1,3,7,4,100,319,2,3,4.138473590116814,,False,True,False,False,High
ISS-0708,Feature Request,High,Frontend,1,6,7,2,107,311,1,2,9.456530796807826,8.355776334214001,False,True,False,True,High
ISS-0709,Performance,Medium,Backend,4,7,2,6,95,306,4,4,2.3162298459336426,3.8140182395183064,False,True,False,True,High
ISS-0710,Documentation,Medium,Mobile,9,10,2,1,97,25,3,1,1.78001813292421,1.6049132961336685,False,False,False,True,High
ISS-0711,Bug,High,Infrastructure,9,5,10,4,103,132,13,1,6.108331541066373,,True,True,True,False,High
ISS-0712,Documentation,High,Infrastructure,10,3,8,3,98,291,6,4,14.292325339053791,26.571739583649503,False,True,False,True,High
ISS-0713,Enhancement,High,Backend,7,3,1,8,87,158,4,3,27.723871138494506,18.187287706184385,False,True,False,True,High
ISS-0714,Security,Medium,Backend,5,2,4,3,80,361,5,3,6.173663951977006,,False,True,False,False,High
ISS-0715,Performance,Low,Frontend,6,7,4,10,93,179,4,1,4.852001300260552,,True,True,False,False,High
ISS-0716,Enhancement,Low,Frontend,5,1,1,7,94,115,5,4,1.8562629354288507,2.119985343875775,False,True,False,True,High
ISS-0717,Security,Low,Mobile,8,6,1,1,90,204,5,1,11.169151553946008,17.55504949971265,True,False,False,True,High
ISS-0718,Enhancement,Medium,Frontend,1,5,5,8,90,44,2,1,3.152461940821101,6.2871539200113995,True,True,False,True,High
ISS-0719,Feature Request,Medium,API,1,7,10,6,97,178,7,1,7.074888823813332,10.276223700130528,False,False,False,True,High
ISS-0720,Bug,Medium,Frontend,10,2,4,9,88,110,6,2,5.295742810552845,5.712957661057363,False,True,False,True,High
ISS-0721,Bug,High,Mobile,9,7,7,3,93,340,2,4,13.74393695397463,12.800520456759648,False,True,False,True,High
ISS-0722,Performance,Medium,Frontend,2,9,10,1,119,67,4,3,12.145489771512498,,False,True,True,False,High
ISS-0723,Feature Request,High,Backend,1,6,3,1,99,157,4,1,16.59028936434014,8.714049153343883,False,True,False,True,High
ISS-0724,Bug,Medium,Database,10,1,10,5,91,40,5,3,2.8407257235461802,4.284971309188524,True,True,False,True,High
ISS-0725,Enhancement,High,Mobile,6,8,4,5,117,319,7,2,19.44287366859135,28.73699352846655,False,True,False,True,High
ISS-0726,Security,Medium,Frontend,6,9,1,4,107,328,4,3,15.482451598053977,21.46537560659926,False,True,False,True,High
ISS-0727,Bug,High,API,10,10,10,9,96,187,5,2,11.141928866180963,20.954197264112018,True,True,True,True,High
ISS-0728,Documentation,Medium,API,7,8,5,8,90,45,5,1,4.184235988773393,5.498039741323337,False,True,False,True,High
ISS-0729,Bug,Medium,Backend,4,4,7,5,104,94,7,3,5.939851197306688,11.038099678950406,False,True,True,True,High
ISS-0730,Feature Request,Medium,API,2,3,7,6,94,103,5,2,8.995921529911154,13.6764876743189,False,True,False,True,High
ISS-0731,Bug,High,Frontend,3,10,7,7,100,341,5,3,6.996518103969148,8.994908839957608,True,True,False,True,High
ISS-0732,Enhancement,Critical,Frontend,6,2,3,10,101,45,7,1,2.345562341298815,3.7214131576135854,False,True,False,True,High
ISS-0733,Bug,High,Frontend,1,2,4,9,113,106,9,1,2.8344296948860923,3.181840756630448,False,True,True,True,High
ISS-0734,Feature Request,Low,Frontend,1,9,4,3,103,44,6,1,8.285334390407261,12.19709485210151,True,True,False,True,High
ISS-0735,Bug,Critical,Mobile,4,4,6,1,89,309,9,1,1.2476603050991284,1.3640460563329213,False,True,False,True,High
ISS-0736,Bug,High,Database,3,10,2,10,104,33,9,2,4.343736209047408,4.746108585033017,False,True,False,True,High
ISS-0737,Bug,High,Database,4,1,2,2,95,162,7,1,7.879088643503816,,False,False,False,False,High
ISS-0738,Feature Request,Medium,Database,2,4,3,9,119,325,7,3,6.179384078559159,,False,True,False,False,High
ISS-0739,Bug,Medium,Frontend,5,4,10,2,91,245,5,3,8.57401884596371,10.374830904604538,False,True,False,True,High
ISS-0740,Feature Request,Medium,Infrastructure,8,8,5,1,97,76,9,4,5.312160082560574,5.751238840636815,True,True,False,True,High
ISS-0741,Feature Request,High,Frontend,6,3,1,4,107,156,2,1,6.652732048526869,3.9916280985215065,False,True,False,True,High
ISS-0742,Bug,High,Backend,6,4,10,6,109,104,1,1,6.90303067553186,,False,True,True,False,High
ISS-0743,Feature Request,Critical,API,10,4,4,10,104,61,5,1,11.801631152324436,21.888201165781826,False,True,False,True,High
ISS-0744,Bug,Low,Frontend,1,3,1,1,100,344,5,2,3.992800389408393,4.580175487112777,False,False,False,True,High
ISS-0745,Bug,Medium,API,2,3,3,4,111,142,6,2,29.809871803680796,26.260994566035215,False,True,True,True,High
ISS-0746,Documentation,Medium,Database,8,2,1,7,120,199,6,3,7.770542946750955,14.409456579679805,False,True,True,True,High
ISS-0747,Performance,Medium,Database,6,3,10,7,108,137,5,1,3.6744201611690914,,False,True,True,False,High
ISS-0748,Feature Request,Medium,Mobile,7,6,4,2,123,246,5,2,29.667906349902914,,True,True,False,False,High
ISS-0749,Performance,Medium,Database,10,7,2,8,92,350,7,4,1.838435711213796,3.1007582172395916,False,False,False,True,High
ISS-0750,Bug,High,Mobile,2,1,7,1,100,276,5,2,7.174550134065971,7.327373748446391,True,True,False,True,High
ISS-0751,Documentation,High,Database,9,3,9,1,105,165,4,2,1.1762386755136687,,False,False,False,False,High
ISS-0752,Bug,Medium,API,9,1,6,6,86,220,5,2,7.76607655624485,,True,True,True,False,High
ISS-0753,Bug,Critical,Frontend,2,1,9,10,108,119,2,4,1.084984783237841,2.10778488036902,True,True,True,True,High
ISS-0754,Bug,Low,Database,4,5,3,4,95,29,6,2,26.84753695767772,40.931079550768914,False,False,False,True,High
ISS-0755,Enhancement,High,Backend,2,1,9,8,88,307,3,1,4.484275430611449,5.564900151410697,False,True,False,True,High
ISS-0756,Bug,High,Database,3,8,8,6,110,134,6,5,25.31310718766513,39.19364716796947,False,True,False,True,High
ISS-0757,Feature Request,Medium,API,5,3,1,5,97,21,5,1,11.443114395330603,6.917046877970532,True,False,False,True,High
ISS-0758,Bug,High,Infrastructure,3,3,5,7,102,182,7,1,10.121638907535745,5.079900697503089,False,True,False,True,High
ISS-0759,Bug,Medium,Mobile,1,4,7,5,89,77,6,1,6.936272993618296,8.33846185056911,False,True,True,True,High
ISS-0760,Enhancement,Critical,Database,7,3,2,10,114,363,4,2,1.643784522605154,,False,True,False,False,High
ISS-0761,Performance,Medium,Frontend,3,3,7,6,98,113,3,2,11.780996759555688,18.23603463579653,False,True,False,True,High
ISS-0762,Bug,High,Infrastructure,2,5,3,9,109,67,6,2,6.424849948062118,,False,True,False,False,High
ISS-0763,Feature Request,Medium,Mobile,9,10,9,9,99,29,7,3,3.2323718319918657,,False,False,False,False,High
ISS-0764,Enhancement,Medium,Backend,1,10,10,3,109,37,8,3,5.10597518966719,2.5801691914483746,True,True,False,True,High
ISS-0765,Feature Request,High,Database,2,8,10,4,96,55,2,1,2.7837515052217903,4.449971119227712,False,True,False,True,High
ISS-0766,Enhancement,Medium,Frontend,3,1,6,10,110,292,7,3,6.326819763357147,4.489925387517886,True,True,True,True,High
ISS-0767,Enhancement,High,Backend,1,10,4,7,112,256,6,2,4.448748949465193,,False,True,False,False,High
ISS-0768,Documentation,Low,Mobile,4,3,5,6,89,359,4,3,12.92341142532629,12.120407769694213,True,True,False,True,High
ISS-0769,Bug,High,Database,7,9,6,3,102,188,3,3,11.496471133951822,14.449535234678487,False,True,False,True,High
ISS-0770,Feature Request,High,Backend,4,6,8,3,101,119,3,1,6.749097945954543,7.6586013860279305,True,True,True,True,High
ISS-0771,Bug,Medium,Mobile,9,5,10,3,92,211,6,1,3.9983590813174916,,True,True,False,False,High
ISS-0772,Feature Request,High,Infrastructure,3,1,4,6,89,258,4,1,2.200128668115254,1.1315623416486722,False,True,False,True,High
ISS-0773,Feature Request,Low,Frontend,2,10,10,9,104,183,3,4,8.958050318844844,8.232005570393058,False,True,True,True,High
ISS-0774,Bug,High,Infrastructure,10,2,4,2,107,336,10,4,3.7999352698900903,5.330208488509189,False,True,False,True,High
ISS-0775,Enhancement,Critical,Frontend,1,5,5,7,106,65,5,4,9.194398456039549,12.230709671659715,False,True,False,True,High
ISS-0776,Performance,Medium,Backend,4,3,8,4,79,201,2,1,11.505414710438941,12.119193094268237,False,True,False,True,High
ISS-0777,Enhancement,Medium,Database,9,6,1,9,113,260,6,2,2.0605765289829616,1.0881810647925263,True,True,False,True,High
ISS-0778,Feature Request,Critical,Database,1,9,10,1,104,101,3,2,24.82268132068122,,False,True,False,False,High
ISS-0779,Enhancement,Low,Mobile,6,9,5,5,100,137,5,4,16.4301991317767,25.954471648193856,False,True,False,True,High
ISS-0780,Feature Request,Low,Frontend,10,9,6,6,98,265,7,2,7.742311977219054,12.130971238390554,True,True,False,True,High
ISS-0781,Enhancement,Critical,Infrastructure,3,10,1,5,97,238,6,4,4.568197497655849,6.399565286415917,False,True,False,True,High
ISS-0782,Documentation,High,Backend,6,7,5,8,89,0,5,2,3.7960333374783413,,True,True,True,False,High
ISS-0783,Documentation,Medium,Mobile,7,5,6,8,105,52,6,1,3.8947065480888745,2.0822442310243408,False,True,True,True,High
ISS-0784,Security,High,API,5,5,6,7,87,264,2,3,11.77822001689486,,False,True,False,False,High
ISS-0785,Security,High,Infrastructure,5,5,9,3,104,310,6,5,7.636780548616475,,False,True,False,False,High
ISS-0786,Feature Request,Low,Infrastructure,5,4,6,8,117,108,8,1,10.820578455861202,9.747939519202458,True,True,False,True,High
ISS-0787,Enhancement,High,Frontend,1,4,9,9,111,111,6,1,11.878100001386265,6.448801220781738,False,True,False,True,High
ISS-0788,Bug,High,API,2,2,2,6,93,259,7,2,2.384619803829992,1.5146417773309773,False,False,False,True,High
ISS-0789,Bug,Medium,Backend,5,3,10,5,106,129,6,2,3.7537860627902004,,False,True,False,False,High
ISS-0790,Bug,Medium,Backend,7,9,8,8,102,302,5,1,19.681417363998037,23.853331423533763,False,True,False,True,High
ISS-0791,Feature Request,High,Mobile,4,7,5,6,94,177,5,2,4.666997949242312,,True,True,False,False,High
ISS-0792,Documentation,Medium,Backend,2,3,8,3,110,83,8,2,5.470816463167072,8.980044201591639,True,True,False,True,High
ISS-0793,Documentation,High,API,5,2,3,7,92,163,4,1,1.2921700349259235,2.0016949946347005,False,True,False,True,High
ISS-0794,Documentation,High,Backend,8,3,7,9,101,152,4,3,1.1479693839637708,1.8272670695938327,False,True,False,True,High
ISS-0795,Documentation,Medium,Mobile,3,9,7,1,94,296,8,3,4.201765028807014,5.100791283904103,False,False,False,True,High
ISS-0796,Performance,Medium,Backend,6,6,4,8,107,59,4,1,13.652377752710608,26.415730826821306,False,True,False,True,High
ISS-0797,Performance,Low,Mobile,5,10,8,7,112,92,4,1,21.27746125365767,,False,True,False,False,High
ISS-0798,Security,Medium,API,4,3,9,3,88,298,3,2,10.158802312827596,,False,True,False,False,High
ISS-0799,Bug,High,Mobile,8,8,4,9,102,356,4,2,19.26758362792386,,False,True,True,False,High
ISS-0800,Bug,Low,Backend,3,2,2,6,97,30,10,2,5.524133237932604,6.9434875944625905,False,False,False,True,High
ISS-0801,Bug,Low,Backend,8,6,4,5,95,28,4,2,20.073349059038982,15.936939036252035,True,True,False,True,High
ISS-0802,Enhancement,Medium,Mobile,7,5,2,4,99,236,5,3,20.747037775141877,22.114860650898756,False,False,True,True,High
ISS-0803,Bug,High,Database,5,1,3,7,88,185,7,3,8.795141224221382,,True,True,False,False,High
ISS-0804,Enhancement,Medium,Mobile,9,2,4,10,111,76,1,1,4.390754245129709,6.014645712040868,True,True,False,True,High
ISS-0805,Enhancement,High,Frontend,7,5,6,4,108,259,2,3,4.490774645866636,,True,True,False,False,High
ISS-0806,Documentation,Medium,API,9,4,7,1,112,190,2,3,3.9194868942294874,3.7329402851466598,False,True,False,True,High
ISS-0807,Enhancement,Medium,Backend,8,2,5,6,105,234,3,3,25.069532661811255,31.75165609674245,True,True,False,True,High
ISS-0808,Documentation,Medium,Database,4,1,5,5,88,285,2,2,7.415352320689722,,False,True,True,False,High
ISS-0809,Feature Request,Low,Mobile,6,4,7,2,97,308,6,3,4.311112525368593,3.5940419527589924,False,False,False,True,High
ISS-0810,Bug,High,Frontend,5,3,1,6,99,62,3,3,10.693611592092262,,False,True,True,False,High
ISS-0811,Bug,Medium,Infrastructure,3,1,8,10,81,281,2,2,2.3544238844384067,1.2201861067215354,False,True,False,True,High
ISS-0812,Bug,Low,Frontend,10,9,7,8,103,302,7,1,27.050728619103925,28.877475275399103,False,True,False,True,High
ISS-0813,Enhancement,High,Mobile,5,6,3,1,95,353,2,5,8.121928336028965,4.6779707359105895,False,True,False,True,High
ISS-0814,Feature Request,Low,API,9,4,1,1,90,248,4,1,8.300449990988126,8.818577159756094,False,True,True,True,High
ISS-0815,Documentation,Medium,Frontend,1,2,6,8,93,74,4,1,8.326918664781985,,True,False,False,False,High
ISS-0816,Performance,High,Backend,4,4,8,3,97,337,8,4,4.624598002523743,5.5630400697942095,False,False,False,True,High
ISS-0817,Documentation,Critical,Mobile,2,5,8,8,100,287,4,1,9.77854271077804,,True,False,False,False,High
ISS-0818,Performance,High,Frontend,4,9,4,5,100,42,6,3,5.9310196199508125,10.482099163444357,False,False,False,True,High
ISS-0819,Bug,Critical,Backend,6,1,3,5,107,331,7,1,23.29842867081579,13.29662205238207,True,True,False,True,High
ISS-0820,Bug,High,Frontend,1,3,4,2,126,140,11,2,1.2517680897964045,1.5685736573440912,False,True,False,True,High
ISS-0821,Documentation,High,API,5,4,6,2,94,91,4,2,4.1470113791297365,3.4162534456874583,True,True,False,True,High
ISS-0822,Feature Request,Medium,Frontend,5,8,1,7,102,97,5,4,7.267256056391746,11.192205461303828,False,True,True,True,High
ISS-0823,Documentation,Medium,Infrastructure,10,7,9,6,108,108,5,1,4.87269800576442,,True,True,False,False,High
ISS-0824,Documentation,Low,Infrastructure,3,3,5,3,112,166,4,2,8.557660579496456,,False,True,False,False,High
ISS-0825,Feature Request,Low,Frontend,6,3,7,6,99,172,4,1,11.309187938890856,13.589102208122126,False,True,False,True,High
ISS-0826,Feature Request,Medium,Frontend,4,7,2,1,97,347,3,3,28.303424113040162,49.17024852067601,False,False,True,True,High
ISS-0827,Enhancement,Medium,Mobile,10,5,7,8,111,240,3,1,20.439727502961716,23.86147170609693,False,False,True,True,High
ISS-0828,Enhancement,Medium,Backend,2,4,4,4,108,82,5,4,8.585177907014803,15.334482806704212,False,True,False,True,High
ISS-0829,Feature Request,Medium,Mobile,1,2,6,3,115,344,2,1,13.658701618097163,,False,True,False,False,High
ISS-0830,Feature Request,Low,API,2,7,5,3,96,218,10,2,10.419462859162612,,False,True,False,False,High
ISS-0831,Feature Request,Medium,Backend,4,7,8,6,104,67,4,4,2.216226238428195,,False,True,False,False,High
ISS-0832,Feature Request,High,Frontend,10,1,9,4,95,220,5,1,23.714786457370916,,False,True,False,False,High
ISS-0833,Documentation,Medium,Mobile,4,4,8,8,80,142,4,4,7.181337369250093,7.936425752469326,False,True,False,True,High
ISS-0834,Feature Request,Critical,Database,8,6,7,2,91,178,5,1,5.201058434257639,5.192054751221326,False,True,False,True,High
ISS-0835,Performance,Critical,Backend,10,6,9,10,102,291,8,1,24.742313100835574,42.65296394241108,False,True,True,True,High
ISS-0836,Enhancement,Medium,Database,10,3,10,7,100,218,5,3,7.484501491718628,9.577675030399073,True,True,False,True,High
ISS-0837,Documentation,Low,Database,2,3,6,9,100,37,5,4,2.110882476264301,,True,False,False,False,High
ISS-0838,Documentation,High,Mobile,8,8,5,8,95,36,1,2,6.255462745112937,5.451825433420515,False,True,False,True,High
ISS-0839,Enhancement,Medium,Infrastructure,6,2,7,2,97,168,5,1,21.47814368154565,,False,False,False,False,High
ISS-0840,Documentation,High,Frontend,10,2,3,1,113,327,5,1,1.6446691138230127,1.5332188089812921,True,True,True,True,High
ISS-0841,Bug,Low,Frontend,8,10,3,4,104,323,6,3,4.611043502346657,8.8642837453005,False,True,False,True,High
ISS-0842,Enhancement,Low,API,5,5,6,7,108,81,4,1,1.4979442417808173,2.224634241758461,True,False,False,True,High
ISS-0843,Feature Request,High,API,3,7,7,2,106,335,4,3,6.648185042107562,,False,False,False,False,High
ISS-0844,Bug,Low,API,7,1,3,1,88,140,6,2,4.346766133320163,4.0446670546760135,True,False,False,True,High
ISS-0845,Feature Request,High,Database,3,2,5,2,108,316,3,1,32.18521463403337,,False,True,False,False,High
ISS-0846,Bug,High,Mobile,2,5,4,9,104,57,7,1,18.669579219102967,35.179270369981545,False,True,False,True,High
ISS-0847,Security,High,Database,2,8,9,6,104,202,3,1,13.565807068146535,,True,True,True,False,High
ISS-0848,Bug,Medium,API,8,7,10,1,118,225,2,2,7.598144213915438,,False,True,False,False,High
ISS-0849,Bug,Low,Backend,4,3,4,7,110,154,6,1,6.663138877763485,12.042928732261595,False,True,False,True,High
ISS-0850,Security,Medium,Frontend,4,5,2,3,104,315,5,4,22.129587135543012,11.650057268263344,False,False,False,True,High
ISS-0851,Performance,Critical,Mobile,7,9,8,7,89,252,3,1,2.069313242577807,4.1292739163240055,True,False,False,True,High
ISS-0852,Bug,Medium,API,5,3,9,6,77,335,4,2,27.932266683640698,40.59889619785037,False,True,False,True,High
ISS-0853,Performance,Medium,Mobile,9,2,7,5,84,186,8,1,19.09798441514517,33.18085256975727,True,True,False,True,High
ISS-0854,Security,Critical,API,10,10,8,6,128,284,2,2,1.6288969553783077,1.0296897421619358,False,False,False,True,High
ISS-0855,Security,Medium,Backend,1,1,3,8,111,84,5,1,1.6412397470136066,2.843255085338254,False,False,False,True,High
ISS-0856,Bug,Critical,Mobile,9,2,4,2,98,159,3,3,4.2147161362501695,,False,True,False,False,High
ISS-0857,Bug,Medium,Infrastructure,7,4,2,1,107,208,9,1,11.301050737209527,15.322598168176963,False,True,True,True,High
ISS-0858,Bug,Medium,Infrastructure,4,4,2,2,94,19,4,3,16.488499094565803,,True,True,False,False,High
ISS-0859,Security,Low,Database,10,9,7,1,115,312,4,3,18.915533230234974,19.586879385868887,False,True,False,True,High
ISS-0860,Enhancement,Medium,Frontend,5,3,7,10,96,178,9,1,5.723106929225293,9.737758348038497,False,True,False,True,High
ISS-0861,Enhancement,Medium,API,4,3,2,5,133,219,7,2,2.346380613551858,4.6901077940221345,False,True,False,True,High
ISS-0862,Performance,Medium,Mobile,8,7,10,9,87,352,5,1,9.761760394667496,,False,True,False,False,High
ISS-0863,Enhancement,Medium,Database,1,5,8,4,96,127,2,1,5.457687893478172,6.38276932422119,True,True,False,True,High
ISS-0864,Bug,High,Backend,7,10,10,3,99,268,9,1,6.355135160726031,,False,True,False,False,High
ISS-0865,Bug,Medium,API,10,10,2,9,92,45,8,1,1.588186425664487,1.9221230800611242,False,True,False,True,High
ISS-0866,Bug,Critical,Mobile,8,8,5,1,116,291,2,2,24.470372257385918,23.444739600066406,False,True,False,True,High
ISS-0867,Bug,Medium,Infrastructure,8,6,3,8,103,229,5,1,5.160615907257362,4.471340523594297,False,True,False,True,High
ISS-0868,Security,High,Backend,4,8,2,1,107,206,9,1,4.832913816644147,6.977762109881782,True,True,False,True,High
ISS-0869,Performance,Medium,Infrastructure,5,6,6,8,99,65,3,2,21.536508634566175,27.01850245221231,False,False,False,True,High
ISS-0870,Bug,Critical,Infrastructure,5,9,9,8,93,13,5,2,15.139530745530196,21.434302878728182,False,True,False,True,High
ISS-0871,Enhancement,Medium,Mobile,7,7,7,2,92,20,5,1,5.984190531172266,,True,True,False,False,High
ISS-0872,Bug,Medium,Frontend,1,5,9,7,90,159,3,1,16.063700855331145,31.72891033615078,False,True,False,True,High
ISS-0873,Feature Request,Medium,API,3,5,5,10,96,202,2,2,3.3637765877218877,6.2785964674124495,False,False,True,True,High
ISS-0874,Performance,High,Backend,10,3,1,9,104,333,7,1,6.952122648481086,10.070230030505572,True,True,True,True,High
ISS-0875,Bug,Critical,Frontend,1,9,5,4,97,286,7,3,22.312048330922806,38.117376217745566,False,False,False,True,High
ISS-0876,Feature Request,Medium,Database,2,5,4,7,112,255,3,1,8.850043959740535,,False,True,False,False,High
ISS-0877,Bug,Medium,Frontend,3,6,2,10,93,90,2,3,25.765071318516206,,False,True,False,False,High
ISS-0878,Documentation,Medium,Backend,1,5,4,10,107,152,3,3,6.318214164591167,,True,True,False,False,High
ISS-0879,Performance,High,Infrastructure,1,2,2,2,113,269,4,1,6.601939081721285,9.305078006625731,True,True,False,True,High
ISS-0880,Security,High,Mobile,3,8,6,3,94,255,6,2,11.57729219240754,16.092615430877714,True,False,False,True,High
ISS-0881,Bug,Medium,Frontend,3,2,10,6,93,336,5,1,1.9334933529554612,2.9755071311232593,False,True,False,True,High
ISS-0882,Enhancement,High,Backend,1,1,1,9,114,158,5,3,3.5528517012141556,5.484315142761257,False,True,False,True,High
ISS-0883,Documentation,Low,Backend,4,1,10,9,100,127,8,1,1.0513142372354871,2.0689872393879893,True,False,False,True,High
ISS-0884,Documentation,High,Database,6,9,7,1,105,135,2,1,4.082680146632937,7.550418128497905,False,True,False,True,High
ISS-0885,Bug,High,Infrastructure,1,2,3,6,89,168,5,3,10.959334526799823,15.448139134368622,True,True,False,True,High
ISS-0886,Bug,Medium,Backend,9,6,8,7,115,6,4,4,3.082675204379372,5.762514482982549,False,True,False,True,High
ISS-0887,Documentation,Low,Mobile,8,5,1,2,115,311,6,2,3.2083801382482737,,False,True,True,False,High
ISS-0888,Feature Request,Medium,API,10,2,4,4,98,246,4,3,9.08255044917059,12.75146241709455,False,True,False,True,High
ISS-0889,Documentation,Low,Database,5,8,8,4,103,290,7,2,7.01116281416758,13.413651322749212,False,True,False,True,High
ISS-0890,Feature Request,Low,Infrastructure,8,4,5,5,110,243,6,1,18.869791348595115,16.328404432124167,False,False,True,True,High
ISS-0891,Security,High,Database,2,10,8,6,122,236,7,1,2.2962907480500787,1.599511892722089,True,True,True,True,High
ISS-0892,Performance,Medium,API,2,10,3,9,102,172,3,1,5.2669464365599366,,True,False,False,False,High
ISS-0893,Feature Request,Medium,API,3,7,8,3,109,82,2,1,4.390380313178201,,False,True,False,False,High
ISS-0894,Security,High,Mobile,3,2,6,6,116,23,4,1,15.045185610221786,,True,True,False,False,High
ISS-0895,Documentation,High,Frontend,8,10,10,6,106,262,7,2,8.646250973962278,16.620779834590945,False,False,False,True,High
ISS-0896,Feature Request,Low,Infrastructure,8,2,9,3,100,6,8,1,19.824160181310212,16.65765982747198,False,False,False,True,High
ISS-0897,Feature Request,Low,API,5,7,8,2,117,36,4,2,36.54171036885244,,False,True,False,False,High
ISS-0898,Feature Request,Low,API,2,2,7,3,97,117,7,1,6.881324745938351,6.441617334144596,False,False,False,True,High
ISS-0899,Enhancement,Medium,Backend,1,5,3,7,103,311,4,1,1.957213269966818,,True,True,False,False,High
ISS-0900,Enhancement,Low,Backend,9,5,7,4,99,295,6,1,4.760783554193824,5.352460834544214,False,True,False,True,High
ISS-0901,Feature Request,Low,Frontend,2,6,2,4,86,73,6,1,3.0824541341952303,,True,True,False,False,High
ISS-0902,Feature Request,Medium,Backend,1,8,8,8,91,253,7,1,13.636652906736995,,False,True,False,False,High
ISS-0903,Feature Request,Medium,Database,6,8,3,1,76,11,5,2,4.84727991665132,6.919360978323305,False,True,False,True,High
ISS-0904,Documentation,High,Frontend,4,2,1,8,112,242,5,2,2.0993622701723003,1.249486556331163,True,True,False,True,High
ISS-0905,Feature Request,High,Frontend,6,6,1,8,79,109,7,1,3.1272944910422273,2.080997457792901,False,False,False,True,High
ISS-0906,Documentation,Critical,Infrastructure,9,6,7,1,104,329,2,4,1.6687240151314424,2.461294387284863,True,True,False,True,High
ISS-0907,Feature Request,High,Infrastructure,9,2,9,3,101,138,7,1,3.8071866031937422,5.957990649846886,True,True,False,True,High
ISS-0908,Enhancement,Medium,Mobile,8,5,3,6,97,207,6,1,7.603453412960278,12.615722980433516,False,True,True,True,High
ISS-0909,Bug,Critical,API,8,10,3,3,117,232,3,2,7.042969992801132,10.749308868687258,False,True,False,True,High
ISS-0910,Security,High,Database,2,9,6,8,89,172,6,1,5.145168163749316,10.02587752326532,False,True,False,True,High
ISS-0911,Enhancement,High,Database,8,5,3,6,112,292,7,2,14.629785687260505,13.366549660670618,False,False,True,True,High
ISS-0912,Bug,Low,API,9,5,5,3,113,26,6,3,1.7995295846060788,2.9658166912432353,True,True,False,True,High
ISS-0913,Feature Request,Medium,Mobile,9,4,2,9,100,316,5,1,28.206460779761247,,False,True,False,False,High
ISS-0914,Bug,Medium,Frontend,4,10,7,4,82,26,2,2,6.203236233390101,5.660370526955608,False,True,False,True,High
ISS-0915,Feature Request,High,API,4,6,4,4,105,3,5,1,8.337101891231587,9.61516845879018,True,True,False,True,High
ISS-0916,Feature Request,High,Mobile,10,8,8,6,86,150,0,2,48.487780576954115,70.12375895214167,False,True,False,True,High
ISS-0917,Feature Request,High,Mobile,7,10,4,6,96,328,3,3,10.925050348448405,19.850008257476446,False,True,True,True,High
ISS-0918,Documentation,Low,Frontend,3,9,1,1,90,286,6,3,4.573719049563635,8.676663271392002,False,True,True,True,High
ISS-0919,Bug,Medium,API,10,5,8,1,97,104,6,2,12.877489070058914,23.87741162506989,True,True,True,True,High
ISS-0920,Enhancement,Medium,Database,9,6,8,5,102,186,5,3,1.8387055172557507,0.923773288707892,True,False,False,True,High
ISS-0921,Bug,Medium,Database,10,4,1,6,101,21,9,1,4.372923096089998,,True,False,False,False,High
ISS-0922,Security,Low,API,9,2,1,4,94,302,8,4,9.30723028775988,6.089994111862872,False,True,False,True,High
ISS-0923,Enhancement,High,Backend,7,4,5,8,120,159,5,1,27.233131480243895,49.998953043522725,True,True,True,True,High
ISS-0924,Bug,Critical,Frontend,6,10,7,9,88,360,8,2,8.628756223544624,13.629886286550516,True,False,False,True,High
ISS-0925,Bug,High,Database,4,2,4,7,100,213,5,1,4.563842573150058,2.797544511739494,False,True,False,True,High
ISS-0926,Enhancement,Medium,Backend,2,6,8,5,101,137,10,4,6.665669983810028,,False,True,False,False,High
ISS-0927,Feature Request,Low,Frontend,3,4,10,6,97,178,4,1,1.0697363327051752,1.0656044020950586,False,True,False,True,High
ISS-0928,Enhancement,Medium,API,4,5,7,10,112,356,6,4,2.4295011090777194,3.4203800125160355,True,True,False,True,High
ISS-0929,Bug,Medium,Database,1,6,8,9,79,22,8,1,3.5013524190943213,4.420211142532716,False,True,False,True,High
ISS-0930,Feature Request,Low,Database,6,10,8,5,113,181,2,2,8.733316648822928,,False,False,False,False,High
ISS-0931,Bug,Critical,Mobile,4,4,10,9,103,316,3,3,2.2029807695482244,3.6642678692032162,True,False,False,True,High
ISS-0932,Enhancement,Medium,Database,8,9,9,10,112,272,6,4,1.0803523828130024,,False,True,False,False,High
ISS-0933,Bug,Medium,Backend,3,10,5,9,90,270,2,5,7.970304381868875,7.375307002684703,True,True,False,True,High
